id_sampling_point;date_sample_collection;precision_date;data_type;id_sample;id_level_1;id_level_2;id_level_3;country_code;main_prog_name;type_of_sample;additional_name;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;bacteria_ace_index;bacteria_chao1_index;bacteria_fisher_alpha;bacteria_shannon_index;bacteria_simpson_index;gp1_relative_abundance;gp2_relative_abundance;gp3_relative_abundance;gp4_relative_abundance;gp6_relative_abundance;gp7_relative_abundance;bacteria_evenness_index;bacteria_richness_index;bacteria_shan_index_log;gp10_relative_abundance;gp17_relative_abundance;gp25_relative_abundance;labrys_relative_abundance;bauldia_relative_abundance;devosia_relative_abundance;gaiella_relative_abundance;lentzea_relative_abundance;agromyce_relative_abundance;bacillus_relative_abundance;belnapia_relative_abundance;massilia_relative_abundance;nocardia_relative_abundance;opitutus_relative_abundance;acidisoma_relative_abundance;aeromonas_relative_abundance;kutzneria_relative_abundance;pirellula_relative_abundance;sorangium_relative_abundance;haliangium_relative_abundance;lysobacter_relative_abundance;microvirga_relative_abundance;mycetocola_relative_abundance;nitrospira_relative_abundance;tahibacter_relative_abundance;aquisphaera_relative_abundance;bacteria_evenness_index_method;bacteria_inverse_simpson_index;curvibacter_relative_abundance;kineosporia_relative_abundance;labilithrix_relative_abundance;marmoricola_relative_abundance;skermanella_relative_abundance;terrabacter_relative_abundance;arthrobacter_relative_abundance;bacteria_phylogenetic_diversity;blastococcus_relative_abundance;cellulomonas_relative_abundance;chondromyces_relative_abundance;chryseolinea_relative_abundance;gemmatimonas_relative_abundance;microlunatus_relative_abundance;nocardioides_relative_abundance;sphingomonas_relative_abundance;sphingopyxis_relative_abundance;streptomyces_relative_abundance;acinetobacter_relative_abundance;chelatococcus_relative_abundance;kitasatospora_relative_abundance;mycobacterium_relative_abundance;saccharothrix_relative_abundance;bradyrhizobium_relative_abundance;clostridium_xi_relative_abundance;flavobacterium_relative_abundance;micromonospora_relative_abundance;relative_abundance_bacteria_genus;relative_abundance_bacteria_value;rhodomicrobium_relative_abundance;solirubrobacter_relative_abundance;mucilaginibacter_relative_abundance;pseudorhodoferax_relative_abundance;telmatospirillum_relative_abundance;methyloversatilis_relative_abundance;pullulanibacillus_relative_abundance;thermoactinomyces_relative_abundance;cellulosimicrobium_relative_abundance;subdivision3_genera_incertae_sedis_relat_abund;spartobacteria_genera_incertae_sedis_relat_abund;latescibacteria_genera_incertae_sedis_relat_abund;bacteria_soil_subsample_mass;bacteria_sampling_metthod;bacteria_sampling_methodology_iso;bacteria_methodo_class;bacteria_sequencing_type;bacteria_molecular_marker;bacteria_sequencing_length;bact_taxon_platfotm_or_db;bacteria_taxon_database_or_pipeline;bacteria_picking_scope;date_soil_sampling_for_chemical_analysis;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;phosphorus_available;potassium_available;nitrogen;organic_carbon;crop_1;crop_2;crop_3;crop_rotation;irrigat_water;tillage_depth;farming_system;grazing_method;tillage_method;tillage_season;tillage_system;type_main_crop;cropping_system;drainage_system;fertilizer_type;irrigation_type;livestock_breed;fertilization_method;insect_appli_rate;pest_control_type;landuse_1_year_ago;landuse_3_year_ago;landuse_4_year_ago;landuse_2_years_ago;landuse_5_years_ago;landuse_6_years_ago;miticide_appli_rate;total_plant_biomass;fungicide_appli_rate;herbicide_appli_rate;insect_pest_control_method;organic_matter_input;pest_control_method_microbioconsortia;nematicide_appli_rate;organic_matter_amount;bactericide_appli_rate;yield_of_sampling_year;fungicide_pest_control_method;herbicide_pest_control_method;molluscicide_appli_rate;nematicide_pest_control_method;pheromones_pest_control_method;single_inoculant_pest_control_method;bactericide_pest_control_method;molluscicid_pest_control_method;number_of_husbandry_animals;pest_control_metthod_miticide;soilsolariz_pest_control_method;publication_year;project_acronym;project_name;contributor_name;contributor_email;contributor_instit;data_owner;dataset_title;literature_title;doi;journal_name;book_title;source_type;volume_number;scale_project;spacial_level;upload_to_gbif;upload_to_other_databases;link_to_ncbi_or_other_database;date_start_experiment;date_end_experiment;longitude;latitude;altitude;study_landuse;experimental_type;total_experiment_duration;experiment_duration_mean;mean_temperature_of_the_day;source_of_climate_data;year_precipitation;air_humidity
2011-06-20_D_IT_VC_SOIL_T_Upland_block_1_P_2;date:2011-06-20T00:00:00:yyyy-MM-dd;D;;VC_SOIL_upland_1_2;Upland;1;2;IT;vc_soil;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;644.86473066099;605.164179104478;209.791570226475;5.32171860772151;0.990542680830322;;;;;;;;340;;;;;0;0.002717391304348;0;;0;;0.002717391304348;;0.007608695652174;;0.000905797101449;;;;0.002717391304348;0.005434782608696;0.00296442687747;0;;;0.002038043478261;;;;105.738209957658;;0;;0;;0.016304347826087;0.010869565217391;;;;;;0.004347826086957;;0.005434782608696;0.005434782608696;0;0.000905797101449;0;;;0.005434782608696;;0;;0.002717391304348;;NULL;NULL;0;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa165;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-06-20_D_IT_VC_SOIL_T_Upland_block_1_P_3;date:2011-06-20T00:00:00:yyyy-MM-dd;D;;VC_SOIL_upland_1_3;Upland;1;3;IT;vc_soil;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;853.799576854193;704;247.284459332143;5.44218660206631;0.991345147112343;;;;;;;;389;;;;;0;0.002604166666667;0;;0;;0.011284722222222;;0.002083333333333;;0.001736111111111;;;;0.001041666666667;0.001736111111111;0.001420454545455;0;;;0.005208333333333;;;;115.542114115668;;0;;0;;0.005208333333333;0.0078125;;;;;;0.004166666666667;;0.001488095238095;0.002083333333333;0;0.004340277777778;0;;;0.002604166666667;;0;;0;;NULL;NULL;0;0.003472222222222;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa166;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_ROOT_T_Lowland_block_2_P_1;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_ROOT_Lowland_2_1;Lowland;2;1;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;356.740494504548;329.59375;80.8497043155326;4.21621748791652;0.962802366863905;;;;;;;;178;;;;;0;0.001344086021505;0;;0;;0.001344086021505;;0;;0.001792114695341;;;;0.001075268817204;0.006272401433692;0.000244379276637;0;;;0;;;;26.8834308984474;;0.004032258064516;;0;;0.002688172043011;0.001344086021505;;;;;;0.000537634408602;;0.000384024577573;0.001075268817204;0;0.00089605734767;0;;;0.001344086021505;;0.005376344086022;;0;;NULL;NULL;0.032258064516129;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa158;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_ROOT_T_Lowland_block_2_P_2;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_ROOT_Lowland_2_2;Lowland;2;2;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;352.168797947801;302.181818181818;92.8937923283845;4.36145076131925;0.969027160493827;;;;;;;;164;;;;;0;0.002272727272727;0.001515151515152;;0;;0.002272727272727;;0.002727272727273;;0.003030303030303;;;;0.000909090909091;0.002272727272727;0;0;;;0;;;;32.2863520408163;;0;;0;;0.009090909090909;0;;;;;;0;;0.000649350649351;0;0;0;0;;;0.004545454545455;;0;;0;;NULL;NULL;0.002272727272727;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa159;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_ROOT_T_Lowland_block_2_P_3;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_ROOT_Lowland_2_3;Lowland;2;3;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;381.187883717982;312.37037037037;90.6876604715023;4.33005248407749;0.973121455576559;;;;;;;;147;;;;;0;0;0;;0.021052631578947;;0.002631578947368;;0.001052631578947;;0;;;;0.001052631578947;0.000877192982456;0.000478468899522;0;;;0;;;;37.2043956043956;;0;;0;;0;0;;;;;;0.001052631578947;;0.000751879699248;0.000701754385965;0;0;0;;;0;;0;;0;;NULL;NULL;0.015789473684211;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa160;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_ROOT_T_Upland_block_2_P_1;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_ROOT_upland_2_1;Upland;2;1;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;452.552997144746;397.936170212766;112.952433992341;4.53171300209557;0.973039268423884;;;;;;;;225;;;;;0;0;0.002534854245881;;0.011406844106464;;0.00063371356147;;0.003041825095057;;0.004435994930292;;;;0;0.000316856780735;0.00103698582786;0.001901140684411;;;0;;;;37.0909816440543;;0;;0.001901140684411;;0.005703422053232;0.000950570342205;;;;;;0.000380228136882;;0.002172732210755;0.00126742712294;0.001901140684411;0.020595690747782;0.007604562737643;;;0.01425855513308;;0;;0;;NULL;NULL;0;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa176;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_ROOT_T_Upland_block_2_P_2;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_ROOT_upland_2_2;Upland;2;2;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;433.079201124606;392.5;105.788381086577;4.56211946310166;0.97598186182096;;;;;;;;214;;;;;0.002028397565923;0;0.001352265043949;;0.028397565922921;;0.000338066260987;;0.001217038539554;;0;;;;0;0.000338066260987;0.002581596902084;0.004056795131846;;;0;;;;41.6352005532503;;0.001014198782961;;0.002028397565923;;0.006085192697769;0.001014198782961;;;;;;0;;0.003477252970154;0.003380662609872;0.002028397565923;0.010818120351589;0;;;0.001014198782961;;0;;0.001014198782961;;NULL;NULL;0.001014198782961;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa177;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_ROOT_T_Upland_block_2_P_3;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_ROOT_upland_2_3;Upland;2;3;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;429.506732874742;360.362068965517;119.008756308429;4.58041998525919;0.971819083515176;;;;;;;;231;;;;;0.001988071570577;0;0.002650762094102;;0.015904572564612;;0.002982107355865;;0;;0.000662690523526;;;;0;0.000662690523526;0.00271100668715;0.003976143141153;;;0;;;;35.4850063353513;;0;;0;;0;0.000994035785288;;;;;;0;;0.00142005112184;0.001722995361166;0.001988071570577;0.021206096752816;0;;;0.016898608349901;;0;;0;;NULL;NULL;0;0.001325381047051;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa178;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_SOIL_T_Lowland_block_2_P_1;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_SOIL_Lowland_2_1;Lowland;2;1;IT;vc_soil;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;1149.60541394425;1135.52173913043;294.668565811221;5.74847284879764;0.991249709599354;;;;;;;;868;;;;;0;0.001043841336117;0.001391788448156;;0;;0.004175365344468;;0.002505219206681;;0.003131524008351;;;;0.00187891440501;0.001043841336117;0.001518314670716;0;;;0.006132567849687;;;;114.281921423565;;0;;0.001043841336117;;0.002087682672234;0.005219206680585;;;;;;0.001043841336117;;0.000149120190874;0.000487125956855;0;0.000869867780097;0;;;0.002087682672234;;0;;0.004697286012526;;NULL;NULL;0.000521920668058;0.000347947112039;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa149;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_SOIL_T_Lowland_block_2_P_2;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_SOIL_Lowland_2_2;Lowland;2;2;IT;vc_soil;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;727.815240907742;672.584415584416;214.59211387309;5.40523583761642;0.991563851851852;;;;;;;;393;;;;;0;0;0.002389486260454;;0;;0.005973715651135;;0.003584229390681;;0.001792114695341;;;;0.000358422939068;0.001194743130227;0.000325839035516;0;;;0.005824372759857;;;;118.537510536668;;0;;0;;0.003584229390681;0.003584229390681;;;;;;0.002150537634409;;0.000512032770097;0.000477897252091;0;0.005376344086022;0;;;0;;0;;0.003584229390681;;NULL;NULL;0;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa150;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_SOIL_T_Lowland_block_2_P_3;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_SOIL_Lowland_2_3;Lowland;2;3;IT;vc_soil;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;1060.65148785848;986.78431372549;296.944815602741;5.82543834858423;0.993389307414463;;;;;;;;711;;;;;0;0.000726744186047;0.000484496124031;;0.002906976744186;;0.004602713178295;;0.004651162790698;;0.003149224806202;;;;0.000872093023256;0.001453488372093;0.001321353065539;0;;;0.003997093023256;;;;151.270080564296;;0;;0;;0;0.00218023255814;;;;;;0.001162790697674;;0.002491694352159;0.001453488372093;0;0.000242248062016;0;;;0.003633720930233;;0.001453488372093;;0;;NULL;NULL;0;0.001937984496124;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa151;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
